conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,casefolding,cleanedtext,stopwordremoved,stemmingtext,tokenize
1546154114220179458,Sun Jul 10 15:27:21 +0000 2022,22,Lewis Ferrari boys = ï¸ #AustrianGP #SilverstoneGP https://t.co/PnDrmulZmU,1546154114220179458,https://pbs.twimg.com/media/FXUK91haQAEVbjd.jpg,,in,,0,0,3,https://x.com/itsmeAnay/status/1546154114220179458,1178538562184073217,itsmeAnay,lewis ferrari boys = ï¸ #austriangp #silverstonegp https://t.co/pndrmulzmu,lewis ferrari boys = ï¸  austriangp  silverstonegp,lewis ferrari boys = ï¸ austriangp silverstonegp,lewis ferrari boys austriangp silverstonegp,"['lewis', 'ferrari', 'boys', 'austriangp', 'silverstonegp']"
1566064279148568576,Sat Sep 03 14:03:14 +0000 2022,1,#DutchGPð³ð±: Lewis vs Charles #F1 #Formula1 #MercedesAMGF1 #Ferrari https://t.co/w3m332yqDa,1566064279148568576,https://pbs.twimg.com/media/FbvHEr2XEAIcY88.jpg,,fr,,1,0,0,https://x.com/plutoformula1/status/1566064279148568576,1523318249668157442,plutoformula1,#dutchgpð³ð±: lewis vs charles #f1 #formula1 #mercedesamgf1 #ferrari https://t.co/w3m332yqda,dutchgpð³ð±  lewis vs charles  f  formula  mercedesamgf  ferrari,dutchgpð³ð± lewis vs charles f formula mercedesamgf ferrari,dutchgp lewis vs charles f formula mercedesamgf ferrari,"['dutchgp', 'lewis', 'vs', 'charles', 'f', 'formula', 'mercedesamgf', 'ferrari']"
1565721253767696384,Fri Sep 02 15:20:11 +0000 2022,97,Hasil sesi latihan bebas kedua GP Belanda. Duo Ferrari pimpin catatan perolehan waktu dengan Charles Leclerc jadi tercepat dan disusul tipis oleh rekan setimnya Carlos Sainz. Posisi ketiga dihuni oleh Lewis Hamilton yang juga tidak terpaut jauh waktunya. https://t.co/9LPvo1utSx,1565721253767696384,https://pbs.twimg.com/media/FbqO6IiaAAAyvRI.jpg,,in,Indonesia,6,18,10,https://x.com/f1speed_indo/status/1565721253767696384,1019746932833468416,f1speed_indo,hasil sesi latihan bebas kedua gp belanda. duo ferrari pimpin catatan perolehan waktu dengan charles leclerc jadi tercepat dan disusul tipis oleh rekan setimnya carlos sainz. posisi ketiga dihuni oleh lewis hamilton yang juga tidak terpaut jauh waktunya. https://t.co/9lpvo1utsx,hasil sesi latihan bebas kedua gp belanda  duo ferrari pimpin catatan perolehan waktu dengan charles leclerc jadi tercepat dan disusul tipis oleh rekan setimnya carlos sainz  posisi ketiga dihuni oleh lewis hamilton yang juga tidak terpaut jauh waktunya,hasil sesi latihan bebas gp belanda duo ferrari pimpin catatan perolehan charles leclerc tercepat disusul tipis rekan setimnya carlos sainz posisi ketiga dihuni lewis hamilton terpaut,hasil sesi latih bebas gp belanda duo ferrari pimpin catat oleh charles leclerc cepat susul tipis rekan tim carlos sainz posisi tiga huni lewis hamilton paut,"['hasil', 'sesi', 'latih', 'bebas', 'gp', 'belanda', 'duo', 'ferrari', 'pimpin', 'catat', 'oleh', 'charles', 'leclerc', 'cepat', 'susul', 'tipis', 'rekan', 'tim', 'carlos', 'sainz', 'posisi', 'tiga', 'huni', 'lewis', 'hamilton', 'paut']"
1554474455790911490,Tue Aug 02 14:29:25 +0000 2022,82,ferrari boys x lewis https://t.co/pw67IYC5Xo,1554474455790911490,https://pbs.twimg.com/ext_tw_video_thumb/1554474406331781120/pu/img/QsWHAAt0178Voazj.jpg,,in,22 | she/her ,3,0,10,https://x.com/rmaddenns/status/1554474455790911490,711145240640495616,rmaddenns,ferrari boys x lewis https://t.co/pw67iyc5xo,ferrari boys x lewis,ferrari boys x lewis,ferrari boys x lewis,"['ferrari', 'boys', 'x', 'lewis']"
1507773657463939073,Sat Mar 26 17:37:07 +0000 2022,10,Ferrari 2021 to Lewis https://t.co/3YNS0wMdiQ,1507773657463939073,https://pbs.twimg.com/tweet_video_thumb/FOywJW2VQAEfpAw.jpg,,in,,0,0,4,https://x.com/AxisOfOversteer/status/1507773657463939073,22940729,AxisOfOversteer,ferrari 2021 to lewis https://t.co/3yns0wmdiq,ferrari  to lewis,ferrari to lewis,ferrari to lewis,"['ferrari', 'to', 'lewis']"
1593442852364697601,Fri Nov 18 03:30:35 +0000 2022,196,Daftar atlet dan tim yang berhasil digaet sama Puma dibawah Gulden juga gak main-main: - Neymar - Christian Pulisic - Lewis Hamilton - Manchester City - 3 tim F1 (Ferrari Mercedes Red Bull) Bukti kerja nyata dari Pak Gulden https://t.co/0LEG51X3fX,1593446543884840962,https://pbs.twimg.com/media/Fh0Ow6oVUAIydBS.jpg,nuhagunawan,in,Nelson Road,5,9,8,https://x.com/nuhagunawan/status/1593446543884840962,369454945,nuhagunawan,daftar atlet dan tim yang berhasil digaet sama puma dibawah gulden juga gak main-main: - neymar - christian pulisic - lewis hamilton - manchester city - 3 tim f1 (ferrari mercedes red bull) bukti kerja nyata dari pak gulden https://t.co/0leg51x3fx,daftar atlet dan tim yang berhasil digaet sama puma dibawah gulden juga gak main main    neymar   christian pulisic   lewis hamilton   manchester city    tim f  ferrari mercedes red bull  bukti kerja nyata dari pak gulden,daftar atlet tim berhasil digaet puma dibawah gulden gak main main neymar christian pulisic lewis hamilton manchester city tim f ferrari mercedes red bull bukti kerja nyata gulden,daftar atlet tim hasil gaet puma bawah gulden gak main main neymar christian pulisic lewis hamilton manchester city tim f ferrari mercedes red bull bukti kerja nyata gulden,"['daftar', 'atlet', 'tim', 'hasil', 'gaet', 'puma', 'bawah', 'gulden', 'gak', 'main', 'main', 'neymar', 'christian', 'pulisic', 'lewis', 'hamilton', 'manchester', 'city', 'tim', 'f', 'ferrari', 'mercedes', 'red', 'bull', 'bukti', 'kerja', 'nyata', 'gulden']"
1528638863245471744,Mon May 23 07:28:00 +0000 2022,7,Kali ini mari kita spill #RaporSembalap Spanyol! Menurut kami Max masih pantas di nomor 1 meski Lewis melakukan recovery run yang sangat epic. Sementara itu duo Ferrari kurang perform meskin Carlos bisa recover dan tentu honorable mention Lando yang sakit tapi bisa ngepush! https://t.co/MsoWUcW5Iw,1528638863245471744,https://pbs.twimg.com/media/FTbQn-aagAEGlnI.jpg,,in,Spa Franchochamps,1,1,1,https://x.com/SembalapID/status/1528638863245471744,1494840292998287361,SembalapID,kali ini mari kita spill #raporsembalap spanyol! menurut kami max masih pantas di nomor 1 meski lewis melakukan recovery run yang sangat epic. sementara itu duo ferrari kurang perform meskin carlos bisa recover dan tentu honorable mention lando yang sakit tapi bisa ngepush! https://t.co/msowucw5iw,kali ini mari kita spill  raporsembalap spanyol  menurut kami max masih pantas di nomor  meski lewis melakukan recovery run yang sangat epic  sementara itu duo ferrari kurang perform meskin carlos bisa recover dan tentu honorable mention lando yang sakit tapi bisa ngepush,kali spill raporsembalap spanyol max nomor lewis recovery run epic duo ferrari perform meskin carlos recover honorable mention lando sakit ngepush,kali spill raporsembalap spanyol max nomor lewis recovery run epic duo ferrari perform meskin carlos recover honorable mention lando sakit ngepush,"['kali', 'spill', 'raporsembalap', 'spanyol', 'max', 'nomor', 'lewis', 'recovery', 'run', 'epic', 'duo', 'ferrari', 'perform', 'meskin', 'carlos', 'recover', 'honorable', 'mention', 'lando', 'sakit', 'ngepush']"
1546179420783771651,Sun Jul 10 17:07:55 +0000 2022,6,Lewis aka Guardian angel of ferrari boys https://t.co/KE6gWB6VVv,1546179420783771651,https://pbs.twimg.com/media/FXUh_DZWQAAiLpR.jpg,,in,f1 circuit,0,0,0,https://x.com/lvsgeorlos/status/1546179420783771651,1512714568719601666,lvsgeorlos,lewis aka guardian angel of ferrari boys https://t.co/ke6gwb6vvv,lewis aka guardian angel of ferrari boys,lewis aka guardian angel of ferrari boys,lewis aka guardian angel of ferrari boys,"['lewis', 'aka', 'guardian', 'angel', 'of', 'ferrari', 'boys']"
1576550649356898304,Sun Oct 02 12:32:20 +0000 2022,0,RESULTS - Italy P4 Carlos Sainz / Ferrari 5 Lewis Hamilton / Mercedes 6 Sergio Perez / Red Bull ... #F1 #F122LIN #LIN #ItalianGP #Formula1 #Monza #Italy #SC #SafetyCar #points #CS55 #LH44 #SP11 https://t.co/fCJyLeub6G,1576550649356898304,https://pbs.twimg.com/media/FeEIOrwX0AIzZqP.jpg,,in,BCN GRZ LTN BUD LGG YYZ,0,0,0,https://x.com/F1racing/status/1576550649356898304,9288972,F1racing,results - italy p4 carlos sainz / ferrari 5 lewis hamilton / mercedes 6 sergio perez / red bull ... #f1 #f122lin #lin #italiangp #formula1 #monza #italy #sc #safetycar #points #cs55 #lh44 #sp11 https://t.co/fcjyleub6g,results   italy p carlos sainz   ferrari  lewis hamilton   mercedes  sergio perez   red bull      f  flin  lin  italiangp  formula  monza  italy  sc  safetycar  points  cs  lh  sp,results italy p carlos sainz ferrari lewis hamilton mercedes sergio perez red bull f flin lin italiangp formula monza italy sc safetycar points cs lh sp,results italy p carlos sainz ferrari lewis hamilton mercedes sergio perez red bull f flin lin italiangp formula monza italy sc safetycar points cs lh sp,"['results', 'italy', 'p', 'carlos', 'sainz', 'ferrari', 'lewis', 'hamilton', 'mercedes', 'sergio', 'perez', 'red', 'bull', 'f', 'flin', 'lin', 'italiangp', 'formula', 'monza', 'italy', 'sc', 'safetycar', 'points', 'cs', 'lh', 'sp']"
1398185344252530695,Fri May 28 07:52:17 +0000 2021,0,Lewis Hamilton loves ferrari https://t.co/OC2mhUrOtz,1398185344252530695,https://pbs.twimg.com/media/E2daIt_UYAAhEhv.jpg,,in,"ÃT: -6.304971,106.669722",0,0,0,https://x.com/ALFREDOAGNELLI/status/1398185344252530695,59485224,ALFREDOAGNELLI,lewis hamilton loves ferrari https://t.co/oc2mhurotz,lewis hamilton loves ferrari,lewis hamilton loves ferrari,lewis hamilton loves ferrari,"['lewis', 'hamilton', 'loves', 'ferrari']"
1508056863920869380,Sun Mar 27 12:22:29 +0000 2022,100,Schumi'nin Ferrari Lewis'in Mercedes kariyeri. https://t.co/SnK2WYzMa1 https://t.co/yZYXt4lk4J,1508056863920869380,https://pbs.twimg.com/media/FO2xiUoWYAwrYAn.jpg,,in,TÃ¼rkiye,7,17,1,https://x.com/F1efsane/status/1508056863920869380,926409434179522560,F1efsane,schumi'nin ferrari lewis'in mercedes kariyeri. https://t.co/snk2wyzma1 https://t.co/yzyxt4lk4j,schumi nin ferrari lewis in mercedes kariyeri,schumi nin ferrari lewis in mercedes kariyeri,schumi nin ferrari lewis in mercedes kariyeri,"['schumi', 'nin', 'ferrari', 'lewis', 'in', 'mercedes', 'kariyeri']"
1611465837470162949,Fri Jan 06 20:52:49 +0000 2023,0,lewis hamilton da ferrari https://t.co/hRrizkP7F9,1611465837470162949,https://pbs.twimg.com/media/Fl0TQpcWYAAHCly.png,,in,,1,0,0,https://x.com/lewskzz/status/1611465837470162949,1584299023615332355,lewskzz,lewis hamilton da ferrari https://t.co/hrrizkp7f9,lewis hamilton da ferrari,lewis hamilton da ferrari,lewis hamilton da ferrari,"['lewis', 'hamilton', 'da', 'ferrari']"
1627707249308102656,Mon Feb 20 16:30:24 +0000 2023,49,Madereva wa @MercedesAMGF1 kwenye F1 msimu huu 2023. Wa kwanza kushoto Lewis Hamilton katikati George Russell na Mick Schumacher wa kulia dereva akiba. âFerrari na Red Bull tunawatazama hawa jamaa watafanya nini msimu huu https://t.co/FwhMLVEwaU,1627707249308102656,https://pbs.twimg.com/media/FpbHG5_XoAUy5J6.jpg,,in,,0,1,1,https://x.com/ibrakasuga/status/1627707249308102656,2724482539,ibrakasuga,madereva wa @mercedesamgf1 kwenye f1 msimu huu 2023. wa kwanza kushoto lewis hamilton katikati george russell na mick schumacher wa kulia dereva akiba. âferrari na red bull tunawatazama hawa jamaa watafanya nini msimu huu https://t.co/fwhmlvewau,madereva wa   kwenye f msimu huu   wa kwanza kushoto lewis hamilton katikati george russell na mick schumacher wa kulia dereva akiba  âferrari na red bull tunawatazama hawa jamaa watafanya nini msimu huu,madereva wa kwenye f msimu huu wa kwanza kushoto lewis hamilton katikati george russell na mick schumacher wa kulia dereva akiba âferrari na red bull tunawatazama hawa jamaa watafanya nini msimu huu,madereva wa kwenye f msimu huu wa kwanza kushoto lewis hamilton katikati george russell na mick schumacher wa kulia dereva akiba ferrari na red bull tunawatazama hawa jamaa watafanya nini msimu huu,"['madereva', 'wa', 'kwenye', 'f', 'msimu', 'huu', 'wa', 'kwanza', 'kushoto', 'lewis', 'hamilton', 'katikati', 'george', 'russell', 'na', 'mick', 'schumacher', 'wa', 'kulia', 'dereva', 'akiba', 'ferrari', 'na', 'red', 'bull', 'tunawatazama', 'hawa', 'jamaa', 'watafanya', 'nini', 'msimu', 'huu']"
1594332938623193089,Sun Nov 20 14:12:48 +0000 2022,8578,Sir. Lewis. Hamilton.,1594332938623193089,,,cy,,47,51,334,https://x.com/FanaticsFerrari/status/1594332938623193089,1434265184588156937,FanaticsFerrari,sir. lewis. hamilton.,sir  lewis  hamilton,sir lewis hamilton,sir lewis hamilton,"['sir', 'lewis', 'hamilton']"
1549999877207527424,Thu Jul 21 06:09:02 +0000 2022,7,NEW EPISODE ALERT Akhirnya setelah lama absen ada episode baru! Di Eps 13 #PODIUM membahas tentang polarisasi kubu Ferrari tiga podium beruntun Lewis Hamilton pembuktian Mick Schumacher dan beruntungnya F1 kehadiran fitur seperti 'HALO' https://t.co/nzH0VMMgM4 https://t.co/zUiTMhI4D2,1549999877207527424,https://pbs.twimg.com/media/FYK0ex1aMAA-ue3.jpg,,in,,0,1,4,https://x.com/PODIUMBYPLUS62/status/1549999877207527424,1491380893969121283,PODIUMBYPLUS62,new episode alert akhirnya setelah lama absen ada episode baru! di eps 13 #podium membahas tentang polarisasi kubu ferrari tiga podium beruntun lewis hamilton pembuktian mick schumacher dan beruntungnya f1 kehadiran fitur seperti 'halo' https://t.co/nzh0vmmgm4 https://t.co/zuitmhi4d2,new episode alert akhirnya setelah lama absen ada episode baru  di eps   podium membahas tentang polarisasi kubu ferrari tiga podium beruntun lewis hamilton pembuktian mick schumacher dan beruntungnya f kehadiran fitur seperti  halo,new episode alert absen episode eps podium membahas polarisasi kubu ferrari podium beruntun lewis hamilton pembuktian mick schumacher beruntungnya f kehadiran fitur halo,new episode alert absen episode eps podium bahas polarisasi kubu ferrari podium untun lewis hamilton bukti mick schumacher untung f hadir fitur halo,"['new', 'episode', 'alert', 'absen', 'episode', 'eps', 'podium', 'bahas', 'polarisasi', 'kubu', 'ferrari', 'podium', 'untun', 'lewis', 'hamilton', 'bukti', 'mick', 'schumacher', 'untung', 'f', 'hadir', 'fitur', 'halo']"
1459597575229689859,Sat Nov 13 19:02:34 +0000 2021,7,Sir lewis hamilton to ferrari ?? #BrazilGP ð§ð· https://t.co/xP8zmjNpAi,1459597575229689859,https://pbs.twimg.com/media/FEGIQkcWQAAmznK.jpg,,in,,1,3,2,https://x.com/waatitdobaby/status/1459597575229689859,541667885,waatitdobaby,sir lewis hamilton to ferrari ?? #brazilgp ð§ð· https://t.co/xp8zmjnpai,sir lewis hamilton to ferrari     brazilgp ð§ð·,sir lewis hamilton to ferrari brazilgp ð§ð·,sir lewis hamilton to ferrari brazilgp,"['sir', 'lewis', 'hamilton', 'to', 'ferrari', 'brazilgp']"
1483827348982087684,Wed Jan 19 15:43:02 +0000 2022,48,Lewis Hamilton Fernando Alonso Mark Webber Jenson Button e Sebastian Vettel em 2010. Foto: Lee Jin-man. #F1 #Formula1 #McLaren #Ferrari #redbullracing #f12010 https://t.co/7bN2yAXSBY,1483827348982087684,https://pbs.twimg.com/media/FJedHD7XwAMpIbZ.jpg,,in,,0,3,8,https://x.com/NetoDemetriou/status/1483827348982087684,1054427352439144448,NetoDemetriou,lewis hamilton fernando alonso mark webber jenson button e sebastian vettel em 2010. foto: lee jin-man. #f1 #formula1 #mclaren #ferrari #redbullracing #f12010 https://t.co/7bn2yaxsby,lewis hamilton fernando alonso mark webber jenson button e sebastian vettel em   foto  lee jin man   f  formula  mclaren  ferrari  redbullracing  f,lewis hamilton fernando alonso mark webber jenson button e sebastian vettel em foto lee jin man f formula mclaren ferrari redbullracing f,lewis hamilton fernando alonso mark webber jenson button e sebastian vettel em foto lee jin man f formula mclaren ferrari redbullracing f,"['lewis', 'hamilton', 'fernando', 'alonso', 'mark', 'webber', 'jenson', 'button', 'e', 'sebastian', 'vettel', 'em', 'foto', 'lee', 'jin', 'man', 'f', 'formula', 'mclaren', 'ferrari', 'redbullracing', 'f']"
873265991744139264,Fri Jun 09 19:50:11 +0000 2017,91,Ferrari ahead of Mercedes in #CanadianGP P2 as Kimi Raikkonen outpaces Lewis Hamilton &amp; Sebastian Vetttel https://t.co/kCTd0NijG8 https://t.co/3ikoaWFwzV,873265991744139264,https://pbs.twimg.com/media/DB52lV3XgAIdW4f.jpg,,in,UK,5,5,23,https://x.com/SkySportsF1/status/873265991744139264,368276033,SkySportsF1,ferrari ahead of mercedes in #canadiangp p2 as kimi raikkonen outpaces lewis hamilton &amp; sebastian vetttel https://t.co/kctd0nijg8 https://t.co/3ikoawfwzv,ferrari ahead of mercedes in  canadiangp p as kimi raikkonen outpaces lewis hamilton  amp  sebastian vetttel,ferrari ahead of mercedes in canadiangp p as kimi raikkonen outpaces lewis hamilton amp sebastian vetttel,ferrari ahead of mercedes in canadiangp p as kim raikkonen outpaces lewis hamilton amp sebastian vetttel,"['ferrari', 'ahead', 'of', 'mercedes', 'in', 'canadiangp', 'p', 'as', 'kim', 'raikkonen', 'outpaces', 'lewis', 'hamilton', 'amp', 'sebastian', 'vetttel']"
839875707345907712,Thu Mar 09 16:29:07 +0000 2017,11,#F1Testing Barcellona 2017 simulazioni di gara a confronto: Lewis #Hamilon (Mercedes) vs Sebastian #Vettel (Ferrari) https://t.co/xVbPSZa8BD,839875707345907712,https://pbs.twimg.com/media/C6fWVA2WUAAB3aP.jpg,,in,Italia,2,0,9,https://x.com/FormulaPassion/status/839875707345907712,493042610,FormulaPassion,#f1testing barcellona 2017 simulazioni di gara a confronto: lewis #hamilon (mercedes) vs sebastian #vettel (ferrari) https://t.co/xvbpsza8bd,ftesting barcellona  simulazioni di gara a confronto  lewis  hamilon  mercedes  vs sebastian  vettel  ferrari,ftesting barcellona simulazioni gara a confronto lewis hamilon mercedes vs sebastian vettel ferrari,ftesting barcellona simulazioni gara a confronto lewis hamilon mercedes vs sebastian vettel ferrari,"['ftesting', 'barcellona', 'simulazioni', 'gara', 'a', 'confronto', 'lewis', 'hamilon', 'mercedes', 'vs', 'sebastian', 'vettel', 'ferrari']"
974065691274940416,Wed Mar 14 23:32:12 +0000 2018,3,Lewis Hamilton (McLaren) Fernando Alonso (Ferrari) Nico Rosberg (Mercedes) Felipe Massa (Ferrari) Barein - Sakhir - 22 de Abril - 2012 https://t.co/7i5YLN729l,974065691274940416,https://pbs.twimg.com/media/DYSTQBfWkAEkvkF.jpg,,in,"Buenos Aires, Argentina",0,0,1,https://x.com/LucasVenero44/status/974065691274940416,701153340512714752,LucasVenero44,lewis hamilton (mclaren) fernando alonso (ferrari) nico rosberg (mercedes) felipe massa (ferrari) barein - sakhir - 22 de abril - 2012 https://t.co/7i5yln729l,lewis hamilton  mclaren  fernando alonso  ferrari  nico rosberg  mercedes  felipe massa  ferrari  barein   sakhir    de abril,lewis hamilton mclaren fernando alonso ferrari nico rosberg mercedes felipe massa ferrari barein sakhir de abril,lewis hamilton mclaren fernando alonso ferrari nico rosberg mercedes felipe massa ferrari barein sakhir de abril,"['lewis', 'hamilton', 'mclaren', 'fernando', 'alonso', 'ferrari', 'nico', 'rosberg', 'mercedes', 'felipe', 'massa', 'ferrari', 'barein', 'sakhir', 'de', 'abril']"
863765080747454464,Sun May 14 14:36:57 +0000 2017,14,#Bongo5Updates Dereva wa magari ya Mercedes Lewis Hamilton ameibuka mshindi wa mbio za Spanish Grand Prix akimshinda Vettel wa Ferrari https://t.co/76JrGtbhdr,863765080747454464,https://pbs.twimg.com/media/C_y1tO5WsAAH23D.jpg,,in,"Dar es Salaam, Tanzania",0,1,4,https://x.com/bongofive/status/863765080747454464,128570166,bongofive,#bongo5updates dereva wa magari ya mercedes lewis hamilton ameibuka mshindi wa mbio za spanish grand prix akimshinda vettel wa ferrari https://t.co/76jrgtbhdr,bongoupdates dereva wa magari ya mercedes lewis hamilton ameibuka mshindi wa mbio za spanish grand prix akimshinda vettel wa ferrari,bongoupdates dereva wa magari mercedes lewis hamilton ameibuka mshindi wa mbio za spanish grand prix akimshinda vettel wa ferrari,bongoupdates dereva wa magari mercedes lewis hamilton ameibuka mshindi wa mbio za spanish grand prix akimshinda vettel wa ferrari,"['bongoupdates', 'dereva', 'wa', 'magari', 'mercedes', 'lewis', 'hamilton', 'ameibuka', 'mshindi', 'wa', 'mbio', 'za', 'spanish', 'grand', 'prix', 'akimshinda', 'vettel', 'wa', 'ferrari']"
928604577867243521,Thu Nov 09 12:45:58 +0000 2017,5,5. GP Brazil 2008 menjadi balapan yang tak terlupakan bagi Lewis Hamilton (McLaren) ketika juara dunia ditentukan di detik akhir balapan dan menggagalkan usaha Felipe Massa (Ferrari) #BrazilGP #F1 https://t.co/Wk7Gg3eNga,928604577867243521,https://pbs.twimg.com/media/DOMQ7MQUQAEGfcG.jpg,,in,"Jakarta, Indonesia",0,0,4,https://x.com/TeamJagonyaAyam/status/928604577867243521,951176484,TeamJagonyaAyam,5. gp brazil 2008 menjadi balapan yang tak terlupakan bagi lewis hamilton (mclaren) ketika juara dunia ditentukan di detik akhir balapan dan menggagalkan usaha felipe massa (ferrari) #brazilgp #f1 https://t.co/wk7gg3enga,gp brazil  menjadi balapan yang tak terlupakan bagi lewis hamilton  mclaren  ketika juara dunia ditentukan di detik akhir balapan dan menggagalkan usaha felipe massa  ferrari   brazilgp  f,gp brazil balapan terlupakan lewis hamilton mclaren juara dunia ditentukan detik balapan menggagalkan usaha felipe massa ferrari brazilgp f,gp brazil balap lupa lewis hamilton mclaren juara dunia tentu detik balap gagal usaha felipe massa ferrari brazilgp f,"['gp', 'brazil', 'balap', 'lupa', 'lewis', 'hamilton', 'mclaren', 'juara', 'dunia', 'tentu', 'detik', 'balap', 'gagal', 'usaha', 'felipe', 'massa', 'ferrari', 'brazilgp', 'f']"
844896530779836417,Thu Mar 23 13:00:05 +0000 2017,0,Lewis Hamilton: Favori Ferrari https://t.co/DHQKNyp8ge https://t.co/NfMa8hK24u,844896530779836417,https://pbs.twimg.com/media/C7ms6kQW4AE7xvX.jpg,,in,TÃRKÄ°YE,0,0,1,https://x.com/aa_spor/status/844896530779836417,547622332,aa_spor,lewis hamilton: favori ferrari https://t.co/dhqknyp8ge https://t.co/nfma8hk24u,lewis hamilton  favori ferrari,lewis hamilton favori ferrari,lewis hamilton favori ferrari,"['lewis', 'hamilton', 'favori', 'ferrari']"
1003554741379477504,Mon Jun 04 08:31:10 +0000 2018,1,https://t.co/AXMk0rBXmF - Lewis: Ferrari has best car in F1 https://t.co/d7R8rgV796 #F1 #ESPN https://t.co/cmCd59nFJc,1003554741379477504,https://pbs.twimg.com/media/De1Xt7cU0AAE7W9.jpg,,in,Official F1 Store ð,0,0,0,https://x.com/LiveF1News/status/1003554741379477504,2942409881,LiveF1News,https://t.co/axmk0rbxmf - lewis: ferrari has best car in f1 https://t.co/d7r8rgv796 #f1 #espn https://t.co/cmcd59nfjc,lewis  ferrari has best car in f   f  espn,lewis ferrari has best car in f f espn,lewis ferrari has best car in f f espn,"['lewis', 'ferrari', 'has', 'best', 'car', 'in', 'f', 'f', 'espn']"
977118757205172224,Fri Mar 23 09:44:00 +0000 2018,7,Lewis Hamilton kinara majaribio ya Australian GP awafunika Ferrari na Red Bull - https://t.co/9VX4CIKscl https://t.co/bxgIZV8kXC,977118757205172224,https://pbs.twimg.com/media/DY9sVIgV4AAObyC.jpg,,in,"Dar es Salaam, Tanzania",0,0,1,https://x.com/bongofive/status/977118757205172224,128570166,bongofive,lewis hamilton kinara majaribio ya australian gp awafunika ferrari na red bull - https://t.co/9vx4cikscl https://t.co/bxgizv8kxc,lewis hamilton kinara majaribio ya australian gp awafunika ferrari na red bull,lewis hamilton kinara majaribio australian gp awafunika ferrari na red bull,lewis hamilton kara majaribio australian gp awafunika ferrari na red bull,"['lewis', 'hamilton', 'kara', 'majaribio', 'australian', 'gp', 'awafunika', 'ferrari', 'na', 'red', 'bull']"
851335539022323712,Mon Apr 10 07:26:24 +0000 2017,6,Sebastian Vettel - Ferrari #5 Lewis Hamilton - Mercedes #44 2017 https://t.co/3fXd3D0vE3,851335539022323712,https://pbs.twimg.com/media/C9CNJXmXUAEj2mb.jpg,,in,"Spijkenisse, Nederland",0,0,1,https://x.com/RincoSmits1969/status/851335539022323712,1937996600,RincoSmits1969,sebastian vettel - ferrari #5 lewis hamilton - mercedes #44 2017 https://t.co/3fxd3d0ve3,sebastian vettel   ferrari   lewis hamilton   mercedes,sebastian vettel ferrari lewis hamilton mercedes,sebastian vettel ferrari lewis hamilton mercedes,"['sebastian', 'vettel', 'ferrari', 'lewis', 'hamilton', 'mercedes']"
857977023200870400,Fri Apr 28 15:17:17 +0000 2017,5,Lewis Hamilton: Mercedes wataingiza kikosi kazi ili kuishinda Ferrari - https://t.co/fVgyUJtfE4 https://t.co/uGX81eweE8,857977023200870400,https://pbs.twimg.com/media/C-gljhxVYAEgBtj.jpg,,in,"Dar es Salaam, Tanzania",0,0,0,https://x.com/bongofive/status/857977023200870400,128570166,bongofive,lewis hamilton: mercedes wataingiza kikosi kazi ili kuishinda ferrari - https://t.co/fvgyujtfe4 https://t.co/ugx81ewee8,lewis hamilton  mercedes wataingiza kikosi kazi ili kuishinda ferrari,lewis hamilton mercedes wataingiza kikosi kazi ili kuishinda ferrari,lewis hamilton mercedes wataingiza kikosi kazi ili kuishinda ferrari,"['lewis', 'hamilton', 'mercedes', 'wataingiza', 'kikosi', 'kazi', 'ili', 'kuishinda', 'ferrari']"
844956508542685184,Thu Mar 23 16:58:24 +0000 2017,3,Lewis Hamilton Ferrari Mercedes Sebastian Vettel Formula One 2017 preview https://t.co/IE6G11Asct https://t.co/ljvsldqZN1,844956508542685184,https://pbs.twimg.com/tweet_video_thumb/C7njP1EXgAELx7M.jpg,,in,"London, England",0,0,1,https://x.com/eurosport/status/844956508542685184,25268540,eurosport,lewis hamilton ferrari mercedes sebastian vettel formula one 2017 preview https://t.co/ie6g11asct https://t.co/ljvsldqzn1,lewis hamilton ferrari mercedes sebastian vettel formula one  preview,lewis hamilton ferrari mercedes sebastian vettel formula one preview,lewis hamilton ferrari mercedes sebastian vettel formula one preview,"['lewis', 'hamilton', 'ferrari', 'mercedes', 'sebastian', 'vettel', 'formula', 'one', 'preview']"
943437154541215744,Wed Dec 20 11:05:20 +0000 2017,0,Bos Ferrari Mengancam Lewis Hamilton https://t.co/QOdob7WXc6 https://t.co/suRijtmI1n,943437154541215744,https://pbs.twimg.com/media/DRfDFzRVwAAc-Og.jpg,,in,Indonesia,0,0,0,https://x.com/bolacomID/status/943437154541215744,1486284086,bolacomID,bos ferrari mengancam lewis hamilton https://t.co/qodob7wxc6 https://t.co/surijtmi1n,bos ferrari mengancam lewis hamilton,bos ferrari mengancam lewis hamilton,bos ferrari ancam lewis hamilton,"['bos', 'ferrari', 'ancam', 'lewis', 'hamilton']"
