conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,casefolding,cleanedtext,stopwordremoved,stemmingtext,tokenize
1795532862114132362,Tue May 28 19:09:28 +0000 2024,2444,Lewis Hamilton https://t.co/hAxZjI5SGC,1795532862114132362,https://pbs.twimg.com/media/GOsDnrWWoAAoHNa.jpg,,in,,3,15,184,https://x.com/Scuderiascoop/status/1795532862114132362,1703011776411934720,Scuderiascoop,lewis hamilton https://t.co/haxzji5sgc,lewis hamilton,lewis hamilton,lewis hamilton,"['lewis', 'hamilton']"
1801010971185393670,Wed Jun 12 21:57:31 +0000 2024,8724,Sir Lewis Hamil8on https://t.co/kHCrwsr2Ny,1801010971185393670,https://pbs.twimg.com/media/GP55XHLWYAEjU0G.jpg,,cy,,27,50,359,https://x.com/Scuderiascoop/status/1801010971185393670,1703011776411934720,Scuderiascoop,sir lewis hamil8on https://t.co/khcrwsr2ny,sir lewis hamilon,sir lewis hamilon,sir lewis hamilon,"['sir', 'lewis', 'hamilon']"
1794279451943161982,Sat May 25 08:08:52 +0000 2024,792,Lewis x Ferrari ï¸ https://t.co/AUE1LEwr1h,1794279451943161982,https://pbs.twimg.com/media/GOaPpsMWAAAh2TW.jpg,,in,France,4,3,44,https://x.com/TristanHomy/status/1794279451943161982,1593898566698897408,TristanHomy,lewis x ferrari ï¸ https://t.co/aue1lewr1h,lewis x ferrari ï¸,lewis x ferrari ï¸,lewis x ferrari,"['lewis', 'x', 'ferrari']"
1795427346130075988,Tue May 28 12:10:11 +0000 2024,182,Felipe Massa Ferrari Lewis Hamilton McLaren Hungaroring 2008. Photo: Bertrand Guay. https://t.co/lcqqhuVRtS,1795427346130075988,https://pbs.twimg.com/media/GOqjp7XXwAEAkGl.jpg,,in,,0,0,15,https://x.com/NetoDemetriou/status/1795427346130075988,1054427352439144448,NetoDemetriou,felipe massa ferrari lewis hamilton mclaren hungaroring 2008. photo: bertrand guay. https://t.co/lcqqhuvrts,felipe massa ferrari lewis hamilton mclaren hungaroring   photo  bertrand guay,felipe massa ferrari lewis hamilton mclaren hungaroring photo bertrand guay,felipe massa ferrari lewis hamilton mclaren hungaroring photo bertrand guay,"['felipe', 'massa', 'ferrari', 'lewis', 'hamilton', 'mclaren', 'hungaroring', 'photo', 'bertrand', 'guay']"
1790346503560614154,Tue May 14 11:40:44 +0000 2024,17,Lewis Hamilton X Ferrari https://t.co/3AGLAp6xOr,1790346503560614154,https://pbs.twimg.com/ext_tw_video_thumb/1790346471901933568/pu/img/OFBYGCeeCN2lWsHH.jpg,,in,,0,1,2,https://x.com/efelewis4463/status/1790346503560614154,1652343700356308995,efelewis4463,lewis hamilton x ferrari https://t.co/3aglap6xor,lewis hamilton x ferrari,lewis hamilton x ferrari,lewis hamilton x ferrari,"['lewis', 'hamilton', 'x', 'ferrari']"
1802663211462021234,Mon Jun 17 11:22:56 +0000 2024,254,hehe ferrari caps x sir lewis hamilton from bahrain 2019 ï¸â https://t.co/M88QfqtWFo,1802663211462021234,https://pbs.twimg.com/amplify_video_thumb/1802663131438583808/img/neg-boBilo5rFiOS.jpg,,in,,1,0,6,https://x.com/sim3744/status/1802663211462021234,1690312897480859648,sim3744,hehe ferrari caps x sir lewis hamilton from bahrain 2019 ï¸â https://t.co/m88qfqtwfo,hehe ferrari caps x sir lewis hamilton from bahrain  ï¸â,hehe ferrari caps x sir lewis hamilton from bahrain ï¸â,hehe ferrari caps x sir lewis hamilton from bahrain,"['hehe', 'ferrari', 'caps', 'x', 'sir', 'lewis', 'hamilton', 'from', 'bahrain']"
1798273615739424826,Wed Jun 05 08:40:14 +0000 2024,4274,Ducati 2025: Pecco Bagnaia - Marc Marquez. Ferrari 2025: Charles Leclerc - Lewis Hamilton. Tim merah terlalu menyala! https://t.co/2SWAIJA6F8,1798273615739424826,https://pbs.twimg.com/media/GPTAE5mbMAAXigB.jpg,,in,Indonesia,236,94,1107,https://x.com/ScherazadeMS/status/1798273615739424826,1285938375346675712,ScherazadeMS,ducati 2025: pecco bagnaia - marc marquez. ferrari 2025: charles leclerc - lewis hamilton. tim merah terlalu menyala! https://t.co/2swaija6f8,ducati   pecco bagnaia   marc marquez  ferrari   charles leclerc   lewis hamilton  tim merah terlalu menyala,ducati pecco bagnaia marc marquez ferrari charles leclerc lewis hamilton tim merah menyala,ducati pecco bagnaia marc marquez ferrari charles leclerc lewis hamilton tim merah nyala,"['ducati', 'pecco', 'bagnaia', 'marc', 'marquez', 'ferrari', 'charles', 'leclerc', 'lewis', 'hamilton', 'tim', 'merah', 'nyala']"
1808161688501293343,Tue Jul 02 15:31:55 +0000 2024,48,Lewis Hamilton &amp; Tifosi ï¸ð®ð¹ ï¸ Ig: pitspor https://t.co/dNOSZZj3X8,1808161688501293343,https://pbs.twimg.com/ext_tw_video_thumb/1808161627407372288/pu/img/tWxmcHj8un4a3eKS.jpg,,in,"Maranello, Emilia Romagna",0,0,0,https://x.com/ferrarinewstr/status/1808161688501293343,1426484095366967296,ferrarinewstr,lewis hamilton &amp; tifosi ï¸ð®ð¹ ï¸ ig: pitspor https://t.co/dnoszzj3x8,lewis hamilton  amp  tifosi ï¸ð®ð¹ ï¸ ig  pitspor,lewis hamilton amp tifosi ï¸ð®ð¹ ï¸ ig pitspor,lewis hamilton amp tifosi ig pitspor,"['lewis', 'hamilton', 'amp', 'tifosi', 'ig', 'pitspor']"
1783514508490682591,Thu Apr 25 15:12:49 +0000 2024,211,Newey x Ferrari x Lewis Hamilton in 2025 https://t.co/8lFkaP2M5n,1783514508490682591,https://pbs.twimg.com/media/GMBQ_fUWwAAD2Lq.jpg,,in,,0,3,14,https://x.com/f1amani/status/1783514508490682591,1535026771946524678,f1amani,newey x ferrari x lewis hamilton in 2025 https://t.co/8lfkap2m5n,newey x ferrari x lewis hamilton in,newey x ferrari x lewis hamilton in,newey x ferrari x lewis hamilton in,"['newey', 'x', 'ferrari', 'x', 'lewis', 'hamilton', 'in']"
1793568673464004861,Thu May 23 09:04:29 +0000 2024,103,Sir Lewis Hamilton https://t.co/SlEtDtmF1S,1793568673464004861,https://pbs.twimg.com/media/GOQJM4WWwAAzVEd.jpg,,cy,,0,1,2,https://x.com/Scuderiascoop/status/1793568673464004861,1703011776411934720,Scuderiascoop,sir lewis hamilton https://t.co/sletdtmf1s,sir lewis hamilton,sir lewis hamilton,sir lewis hamilton,"['sir', 'lewis', 'hamilton']"
1797667667060625653,Mon Jun 03 16:32:25 +0000 2024,3050,Coba bilang ke gue 5 tahun lalu kalau: - Lewis Hamilton pindah ke Ferrari - Marc Marquez pindah ke Ducati â³ Gue bakal bilang lu orang gila coy https://t.co/aly3WSc8wu,1797667667060625653,https://pbs.twimg.com/media/GPKZNfyaEAEnC7B.jpg,,in,Pernah di paddock,90,50,393,https://x.com/LambeResing/status/1797667667060625653,1268958732794261505,LambeResing,coba bilang ke gue 5 tahun lalu kalau: - lewis hamilton pindah ke ferrari - marc marquez pindah ke ducati â³ gue bakal bilang lu orang gila coy https://t.co/aly3wsc8wu,coba bilang ke gue  tahun lalu kalau    lewis hamilton pindah ke ferrari   marc marquez pindah ke ducati â³ gue bakal bilang lu orang gila coy,coba bilang gue lewis hamilton pindah ferrari marc marquez pindah ducati â³ gue bilang lu orang gila coy,coba bilang gue lewis hamilton pindah ferrari marc marquez pindah ducati gue bilang lu orang gila coy,"['coba', 'bilang', 'gue', 'lewis', 'hamilton', 'pindah', 'ferrari', 'marc', 'marquez', 'pindah', 'ducati', 'gue', 'bilang', 'lu', 'orang', 'gila', 'coy']"
1791764692764914153,Sat May 18 09:36:06 +0000 2024,3,ferrari lewis is real https://t.co/S7bkfCAJFS,1791764692764914153,https://pbs.twimg.com/media/GN2gfKqWcAAhBSZ.jpg,,in,ita/eng,1,0,1,https://x.com/sharkleclerc/status/1791764692764914153,1264321157748137984,sharkleclerc,ferrari lewis is real https://t.co/s7bkfcajfs,ferrari lewis is real,ferrari lewis is real,ferrari lewis is real,"['ferrari', 'lewis', 'is', 'real']"
1778412440620773650,Thu Apr 11 13:19:01 +0000 2024,11,Lewis Hamilton Fernando Alonso McLaren; Felipe Massa Ferrari; Indianapolis 2007. #F1 #KeepFightingMichael #Formula1 #f1 ðºð¸ https://t.co/1fTpxDnICk,1778412440620773650,https://pbs.twimg.com/media/GK4wpkKXAAA8OMz.jpg,,in,Newport Pagnell ,0,3,0,https://x.com/CarManToday/status/1778412440620773650,1349151034195771393,CarManToday,lewis hamilton fernando alonso mclaren; felipe massa ferrari; indianapolis 2007. #f1 #keepfightingmichael #formula1 #f1 ðºð¸ https://t.co/1ftpxdnick,lewis hamilton fernando alonso mclaren  felipe massa ferrari  indianapolis    f  keepfightingmichael  formula  f ðºð¸,lewis hamilton fernando alonso mclaren felipe massa ferrari indianapolis f keepfightingmichael formula f ðºð¸,lewis hamilton fernando alonso mclaren felipe massa ferrari indianapolis f keepfightingmichael formula f,"['lewis', 'hamilton', 'fernando', 'alonso', 'mclaren', 'felipe', 'massa', 'ferrari', 'indianapolis', 'f', 'keepfightingmichael', 'formula', 'f']"
1795037575981461596,Mon May 27 10:21:22 +0000 2024,1159, Deretan keajaiban di F1 musim 2024: Lewis Hamilton ke Ferrari Adrian Newey cabut dari Red Bull Lando Norris menang Charles Leclerc akhiri kutukan di Monako Alpine dapat poin Selanjutnya? Hulkenberg podium? Hueheheheheee~ https://t.co/Iq7R56bWNY,1795037575981461596,https://pbs.twimg.com/media/GOlAbjlasAA1CS1.jpg,,in,Indonesia,24,54,90,https://x.com/f1speed_indo/status/1795037575981461596,1019746932833468416,f1speed_indo, deretan keajaiban di f1 musim 2024: lewis hamilton ke ferrari adrian newey cabut dari red bull lando norris menang charles leclerc akhiri kutukan di monako alpine dapat poin selanjutnya? hulkenberg podium? hueheheheheee~ https://t.co/iq7r56bwny,deretan keajaiban di f musim   lewis hamilton ke ferrari adrian newey cabut dari red bull lando norris menang charles leclerc akhiri kutukan di monako alpine dapat poin selanjutnya  hulkenberg podium  hueheheheheee,deretan keajaiban f musim lewis hamilton ferrari adrian newey cabut red bull lando norris menang charles leclerc kutukan monako alpine poin hulkenberg podium hueheheheheee,deret ajaib f musim lewis hamilton ferrari adrian newey cabut red bull lando norris menang charles leclerc kutu monako alpine poin hulkenberg podium hueheheheheee,"['deret', 'ajaib', 'f', 'musim', 'lewis', 'hamilton', 'ferrari', 'adrian', 'newey', 'cabut', 'red', 'bull', 'lando', 'norris', 'menang', 'charles', 'leclerc', 'kutu', 'monako', 'alpine', 'poin', 'hulkenberg', 'podium', 'hueheheheheee']"
1787742866988519454,Tue May 07 07:14:48 +0000 2024,4,Il pilota della Ferrari Lewis Hamilton al met gala https://t.co/0zYpmqTi9T,1787742866988519454,https://pbs.twimg.com/media/GM9WqVwXEAAH8JG.jpg,,in,"Maranello, Emilia Romagna",0,0,1,https://x.com/LPavardinho/status/1787742866988519454,1575090532631592963,LPavardinho,il pilota della ferrari lewis hamilton al met gala https://t.co/0zypmqti9t,il pilota della ferrari lewis hamilton al met gala,il pilota della ferrari lewis hamilton al met gala,il pilota della ferrari lewis hamilton al met gala,"['il', 'pilota', 'della', 'ferrari', 'lewis', 'hamilton', 'al', 'met', 'gala']"
1791151687563903364,Thu May 16 17:00:14 +0000 2024,10,Lewis Hamilton Ferrari boys https://t.co/5oJXjUhNXK,1791151687563903364,https://pbs.twimg.com/media/GNty906WAAAzdIG.jpg,,in,"Rome, ITALY",0,0,1,https://x.com/_diana87/status/1791151687563903364,165051584,_diana87,lewis hamilton ferrari boys https://t.co/5ojxjuhnxk,lewis hamilton ferrari boys,lewis hamilton ferrari boys,lewis hamilton ferrari boys,"['lewis', 'hamilton', 'ferrari', 'boys']"
1806692946042933688,Fri Jun 28 14:15:39 +0000 2024,1474, Lelah ditanya soal provokasi rencana kepindahan Max Verstappen Christian Horner sindir balik Toto Wolff yang kehilangan Lewis Hamilton ke Ferrari. ï¸: Pembalap yang membuat semua pergerakan di bursa (transfer) memiliki semua info soal mesin dan regulasi 2026... dan dia https://t.co/f2fDHSOcZP,1806692946042933688,https://pbs.twimg.com/media/GRKo_xqWcAAnt0S.jpg,,in,Indonesia,104,55,124,https://x.com/f1speed_indo/status/1806692946042933688,1019746932833468416,f1speed_indo, lelah ditanya soal provokasi rencana kepindahan max verstappen christian horner sindir balik toto wolff yang kehilangan lewis hamilton ke ferrari. ï¸: pembalap yang membuat semua pergerakan di bursa (transfer) memiliki semua info soal mesin dan regulasi 2026... dan dia https://t.co/f2fdhsoczp,lelah ditanya soal provokasi rencana kepindahan max verstappen christian horner sindir balik toto wolff yang kehilangan lewis hamilton ke ferrari  ï¸  pembalap yang membuat semua pergerakan di bursa  transfer  memiliki semua info soal mesin dan regulasi     dan dia,lelah provokasi rencana kepindahan max verstappen christian horner sindir toto wolff kehilangan lewis hamilton ferrari ï¸ pembalap pergerakan bursa transfer memiliki info mesin regulasi,lelah provokasi rencana pindah max verstappen christian horner sindir toto wolff hilang lewis hamilton ferrari balap gera bursa transfer milik info mesin regulasi,"['lelah', 'provokasi', 'rencana', 'pindah', 'max', 'verstappen', 'christian', 'horner', 'sindir', 'toto', 'wolff', 'hilang', 'lewis', 'hamilton', 'ferrari', 'balap', 'gera', 'bursa', 'transfer', 'milik', 'info', 'mesin', 'regulasi']"
1781693477195288707,Sat Apr 20 14:36:41 +0000 2024,15,semoga dengan masuknya Lewis Hamilton ke ferrari nanti merch ferrari jdi cakep kgk mid lagi (since he s a fashion icon fr) https://t.co/WEEwKyhPjS,1781693477195288707,https://pbs.twimg.com/media/GLnYxRBa8AE50kr.jpg,,in,"20, Indonesia",0,1,2,https://x.com/starkozzz/status/1781693477195288707,1372458860561141760,starkozzz,semoga dengan masuknya lewis hamilton ke ferrari nanti merch ferrari jdi cakep kgk mid lagi (since he s a fashion icon fr) https://t.co/weewkyhpjs,semoga dengan masuknya lewis hamilton ke ferrari nanti merch ferrari jdi cakep kgk mid lagi  since he s a fashion icon fr,semoga masuknya lewis hamilton ferrari merch ferrari jdi cakep kgk mid since he s a fashion icon fr,moga masuk lewis hamilton ferrari merch ferrari jdi cakep kgk mid since he s a fashion icon fr,"['moga', 'masuk', 'lewis', 'hamilton', 'ferrari', 'merch', 'ferrari', 'jdi', 'cakep', 'kgk', 'mid', 'since', 'he', 's', 'a', 'fashion', 'icon', 'fr']"
1803835877732552716,Thu Jun 20 17:02:41 +0000 2024,2,Lewis Hamilton at Ferrari https://t.co/XdrM5S0WVn,1803835877732552716,https://pbs.twimg.com/media/GQiDKxlWMAA47SQ.jpg,,in,,0,0,0,https://x.com/YOULIKEMYPACE/status/1803835877732552716,1510329812950343683,YOULIKEMYPACE,lewis hamilton at ferrari https://t.co/xdrm5s0wvn,lewis hamilton at ferrari,lewis hamilton at ferrari,lewis hamilton at ferrari,"['lewis', 'hamilton', 'at', 'ferrari']"
1761799944275395029,Sun Feb 25 17:06:54 +0000 2024,1069,ferrari x lewis once again https://t.co/JaJG8HHtoJ,1761799944275395029,https://pbs.twimg.com/media/GHMrsRaWgAA7r3a.jpg,,in,44 16  |she/her|,1,0,43,https://x.com/44britcedes/status/1761799944275395029,1447934730826043402,44britcedes,ferrari x lewis once again https://t.co/jajg8hhtoj,ferrari x lewis once again,ferrari x lewis once again,ferrari x lewis once again,"['ferrari', 'x', 'lewis', 'once', 'again']"
1767483351907058128,Tue Mar 12 09:30:44 +0000 2024,199,Felipe Massa Ferrari Lewis Hamilton McLaren Hungaroring 2008. Photo: Bertrand Guay. https://t.co/UozUrylMYv,1767483351907058128,https://pbs.twimg.com/media/GIdcvcKWMAApg3x.jpg,,in,,1,4,15,https://x.com/NetoDemetriou/status/1767483351907058128,1054427352439144448,NetoDemetriou,felipe massa ferrari lewis hamilton mclaren hungaroring 2008. photo: bertrand guay. https://t.co/uozurylmyv,felipe massa ferrari lewis hamilton mclaren hungaroring   photo  bertrand guay,felipe massa ferrari lewis hamilton mclaren hungaroring photo bertrand guay,felipe massa ferrari lewis hamilton mclaren hungaroring photo bertrand guay,"['felipe', 'massa', 'ferrari', 'lewis', 'hamilton', 'mclaren', 'hungaroring', 'photo', 'bertrand', 'guay']"
1756673114556215380,Sun Feb 11 13:34:42 +0000 2024,16,Alasan mengapa Lewis Hamilton pindah ke Ferrari: https://t.co/uILu5p6ECT,1756673114556215380,https://pbs.twimg.com/ext_tw_video_thumb/1756569196144840704/pu/img/QDRoWxMrUL3YPDTA.jpg,,in,,0,4,2,https://x.com/MiskinTV_/status/1756673114556215380,1437750326707191812,MiskinTV_,alasan mengapa lewis hamilton pindah ke ferrari: https://t.co/uilu5p6ect,alasan mengapa lewis hamilton pindah ke ferrari,alasan lewis hamilton pindah ferrari,alas lewis hamilton pindah ferrari,"['alas', 'lewis', 'hamilton', 'pindah', 'ferrari']"
1766534775786144135,Sat Mar 09 18:41:25 +0000 2024,2249,- Minim persiapan - Baru join pas FP3 - Debut langsung di Ferrari - Berhasil meraih poin di debutnya - Mengamankan P7 dari kejaran Lando Norris dan Lewis Hamilton Apresiasi untuk Ollie Bearman yang menampilkan performa impresif di debutnya hari ini Jagoan kalian mana bisa https://t.co/3EgBLCgoog,1766534775786144135,https://pbs.twimg.com/media/GIP-BEbb0AAzM6R.jpg,,in,Pernah di paddock,76,33,322,https://x.com/LambeResing/status/1766534775786144135,1268958732794261505,LambeResing,- minim persiapan - baru join pas fp3 - debut langsung di ferrari - berhasil meraih poin di debutnya - mengamankan p7 dari kejaran lando norris dan lewis hamilton apresiasi untuk ollie bearman yang menampilkan performa impresif di debutnya hari ini jagoan kalian mana bisa https://t.co/3egblcgoog,minim persiapan   baru join pas fp   debut langsung di ferrari   berhasil meraih poin di debutnya   mengamankan p dari kejaran lando norris dan lewis hamilton apresiasi untuk ollie bearman yang menampilkan performa impresif di debutnya hari ini jagoan kalian mana bisa,minim persiapan join pas fp debut langsung ferrari berhasil meraih poin debutnya mengamankan p kejaran lando norris lewis hamilton apresiasi ollie bearman menampilkan performa impresif debutnya jagoan,minim siap join pas fp debut langsung ferrari hasil raih poin debut aman p kejar lando norris lewis hamilton apresiasi ollie bearman tampil performa impresif debut jago,"['minim', 'siap', 'join', 'pas', 'fp', 'debut', 'langsung', 'ferrari', 'hasil', 'raih', 'poin', 'debut', 'aman', 'p', 'kejar', 'lando', 'norris', 'lewis', 'hamilton', 'apresiasi', 'ollie', 'bearman', 'tampil', 'performa', 'impresif', 'debut', 'jago']"
1777025019237052472,Sun Apr 07 17:25:54 +0000 2024,673,Lewis Hamilton dikabarkan walk-out dari sesi media #JapaneseGP setelah mendapat pertanyaan terkait Ferrari! Di sesi itu Lewis ditanyai apakah ia iri dengan performa mobil Ferrari di Suzuka barusan secara ia bakal pindah ke sana musim depan. Lu punya pertanyaan yang lebih https://t.co/TlBsUYujJ7,1777025019237052472,https://pbs.twimg.com/media/GKlC1Qqb0AEvurB.jpg,,in,Pernah di paddock,20,24,32,https://x.com/LambeResing/status/1777025019237052472,1268958732794261505,LambeResing,lewis hamilton dikabarkan walk-out dari sesi media #japanesegp setelah mendapat pertanyaan terkait ferrari! di sesi itu lewis ditanyai apakah ia iri dengan performa mobil ferrari di suzuka barusan secara ia bakal pindah ke sana musim depan. lu punya pertanyaan yang lebih https://t.co/tlbsuyujj7,lewis hamilton dikabarkan walk out dari sesi media  japanesegp setelah mendapat pertanyaan terkait ferrari  di sesi itu lewis ditanyai apakah ia iri dengan performa mobil ferrari di suzuka barusan secara ia bakal pindah ke sana musim depan  lu punya pertanyaan yang lebih,lewis hamilton dikabarkan walk out sesi media japanesegp terkait ferrari sesi lewis iri performa mobil ferrari suzuka barusan pindah musim lu,lewis hamilton kabar walk out sesi media japanesegp kait ferrari sesi lewis iri performa mobil ferrari suzuka barusan pindah musim lu,"['lewis', 'hamilton', 'kabar', 'walk', 'out', 'sesi', 'media', 'japanesegp', 'kait', 'ferrari', 'sesi', 'lewis', 'iri', 'performa', 'mobil', 'ferrari', 'suzuka', 'barusan', 'pindah', 'musim', 'lu']"
1757072005634101662,Mon Feb 12 15:59:45 +0000 2024,67, ALEX ALBON'S APPENDIX yada yada yada.....AND NOW LEWIS HAMILTON IS MOVING TO FERRARI https://t.co/QlPEFDL0YE,1757072005634101662,https://pbs.twimg.com/media/GGJfpKQbEAAXgIt.jpg,,in,81  44  1 ,0,0,7,https://x.com/lestapiastri/status/1757072005634101662,1633321764729278464,lestapiastri, alex albon's appendix yada yada yada.....and now lewis hamilton is moving to ferrari https://t.co/qlpefdl0ye,alex albon s appendix yada yada yada     and now lewis hamilton is moving to ferrari,alex albon s appendix yada yada yada and now lewis hamilton is moving to ferrari,alex albon s appendix yada yada yada and now lewis hamilton is moving to ferrari,"['alex', 'albon', 's', 'appendix', 'yada', 'yada', 'yada', 'and', 'now', 'lewis', 'hamilton', 'is', 'moving', 'to', 'ferrari']"
1774063735377744049,Sat Mar 30 13:18:49 +0000 2024,67,Seb on Lewis Ferrari move https://t.co/GURKAkV0K2,1774063735377744049,https://pbs.twimg.com/media/GJ69j_pXwAEEspY.jpg,,in,,1,0,7,https://x.com/petaitoksf1/status/1774063735377744049,1465123928452517893,petaitoksf1,seb on lewis ferrari move https://t.co/gurkakv0k2,seb on lewis ferrari move,seb on lewis ferrari move,seb on lewis ferrari move,"['seb', 'on', 'lewis', 'ferrari', 'move']"
1771771253306597742,Sun Mar 24 05:29:19 +0000 2024,13,Lewis Hamilton Ferrari 2025 https://t.co/pcawgiEbju,1771771253306597742,https://pbs.twimg.com/media/GJaYkKkXEAAOSOA.jpg,,in,LH44,0,1,0,https://x.com/d_brave28/status/1771771253306597742,1412183479312433157,d_brave28,lewis hamilton ferrari 2025 https://t.co/pcawgiebju,lewis hamilton ferrari,lewis hamilton ferrari,lewis hamilton ferrari,"['lewis', 'hamilton', 'ferrari']"
1762436591916835003,Tue Feb 27 11:16:42 +0000 2024,209,Dalam interview dengan La Gazzetta dello Sport Ivan Capelli bilang kalau Toto Wolff adalah orang yang membocorkan info Lewis Hamilton akan bergabung dengan Ferrari! Bjir pantesan kemarin langsung secepat itu infonya ternyata info A1 langsung dari Toto https://t.co/p6WbKPNhFb,1762436591916835003,https://pbs.twimg.com/media/GHVuvW_bUAAyC42.jpg,,in,Pernah di paddock,10,5,24,https://x.com/LambeResing/status/1762436591916835003,1268958732794261505,LambeResing,dalam interview dengan la gazzetta dello sport ivan capelli bilang kalau toto wolff adalah orang yang membocorkan info lewis hamilton akan bergabung dengan ferrari! bjir pantesan kemarin langsung secepat itu infonya ternyata info a1 langsung dari toto https://t.co/p6wbkpnhfb,dalam interview dengan la gazzetta dello sport ivan capelli bilang kalau toto wolff adalah orang yang membocorkan info lewis hamilton akan bergabung dengan ferrari  bjir pantesan kemarin langsung secepat itu infonya ternyata info a langsung dari toto,interview la gazzetta dello sport ivan capelli bilang toto wolff orang membocorkan info lewis hamilton bergabung ferrari bjir pantesan kemarin langsung secepat infonya info a langsung toto,interview la gazzetta dello sport ivan capelli bilang toto wolff orang bocor info lewis hamilton gabung ferrari bjir pantesan kemarin langsung cepat info info a langsung toto,"['interview', 'la', 'gazzetta', 'dello', 'sport', 'ivan', 'capelli', 'bilang', 'toto', 'wolff', 'orang', 'bocor', 'info', 'lewis', 'hamilton', 'gabung', 'ferrari', 'bjir', 'pantesan', 'kemarin', 'langsung', 'cepat', 'info', 'info', 'a', 'langsung', 'toto']"
1771758696244076625,Sun Mar 24 04:39:25 +0000 2024,80,FERRARI EM P1 = LEWIS HAMILTON EM P1 https://t.co/t9WLUDj9Vg,1771758696244076625,https://pbs.twimg.com/ext_tw_video_thumb/1753393729283506176/pu/img/3I62OFTXqjKcM0PX.jpg,,in,cec y fcb,1,0,16,https://x.com/HAMlL7ON/status/1771758696244076625,1183902291558055938,HAMlL7ON,ferrari em p1 = lewis hamilton em p1 https://t.co/t9wludj9vg,ferrari em p = lewis hamilton em p,ferrari em p = lewis hamilton em p,ferrari em p lewis hamilton em p,"['ferrari', 'em', 'p', 'lewis', 'hamilton', 'em', 'p']"
1767401676577837148,Tue Mar 12 04:06:11 +0000 2024,24,Team Principal Mercedes Toto Wolff mengatakan bahwa ia sangat terbuka untuk Verstappen menggantikan Lewis Hamilton yang akan berpindah ke Ferrari pada musim depan. https://t.co/nHj1ahPRIZ,1767401676577837148,https://pbs.twimg.com/media/GIcScv9aQAAFbHO.jpg,,in,,0,3,2,https://x.com/BTGrandprix/status/1767401676577837148,1555103543152889856,BTGrandprix,team principal mercedes toto wolff mengatakan bahwa ia sangat terbuka untuk verstappen menggantikan lewis hamilton yang akan berpindah ke ferrari pada musim depan. https://t.co/nhj1ahpriz,team principal mercedes toto wolff mengatakan bahwa ia sangat terbuka untuk verstappen menggantikan lewis hamilton yang akan berpindah ke ferrari pada musim depan,team principal mercedes toto wolff terbuka verstappen menggantikan lewis hamilton berpindah ferrari musim,team principal mercedes toto wolff buka verstappen ganti lewis hamilton pindah ferrari musim,"['team', 'principal', 'mercedes', 'toto', 'wolff', 'buka', 'verstappen', 'ganti', 'lewis', 'hamilton', 'pindah', 'ferrari', 'musim']"
1774763481750794382,Mon Apr 01 11:39:22 +0000 2024,0,lewis to ferrari https://t.co/6zSI1SvUhM,1774763481750794382,https://pbs.twimg.com/media/GKE5-oHa0AAALMb.jpg,,in,down under | august is ml ð«¶ð¼,0,0,0,https://x.com/poisonedpiastri/status/1774763481750794382,1740170958370111488,poisonedpiastri,lewis to ferrari https://t.co/6zsi1svuhm,lewis to ferrari,lewis to ferrari,lewis to ferrari,"['lewis', 'to', 'ferrari']"
1765439199208169620,Wed Mar 06 18:08:00 +0000 2024,561,Lewis Hamilton tentang rumor Max Verstappen ke Mercedes: Kepindahan saya ke Ferrari membuktikan segalanya bisa terjadi saya yakin Max ada di dalam daftar Mercedes. Namun saya tidak mengerti mengapa dia meninggalkan mobil sebagus itu (jika ia pindah dari Red Bull). https://t.co/mJcvNrq6uu,1765439199208169620,https://pbs.twimg.com/media/GIAZl16bAAE5WRG.jpg,,in,,36,16,38,https://x.com/TheGrid_ID/status/1765439199208169620,1496457406527664128,TheGrid_ID,lewis hamilton tentang rumor max verstappen ke mercedes: kepindahan saya ke ferrari membuktikan segalanya bisa terjadi saya yakin max ada di dalam daftar mercedes. namun saya tidak mengerti mengapa dia meninggalkan mobil sebagus itu (jika ia pindah dari red bull). https://t.co/mjcvnrq6uu,lewis hamilton tentang rumor max verstappen ke mercedes  kepindahan saya ke ferrari membuktikan segalanya bisa terjadi saya yakin max ada di dalam daftar mercedes  namun saya tidak mengerti mengapa dia meninggalkan mobil sebagus itu  jika ia pindah dari red bull,lewis hamilton rumor max verstappen mercedes kepindahan ferrari membuktikan max daftar mercedes mengerti meninggalkan mobil sebagus pindah red bull,lewis hamilton rumor max verstappen mercedes pindah ferrari bukti max daftar mercedes erti tinggal mobil bagus pindah red bull,"['lewis', 'hamilton', 'rumor', 'max', 'verstappen', 'mercedes', 'pindah', 'ferrari', 'bukti', 'max', 'daftar', 'mercedes', 'erti', 'tinggal', 'mobil', 'bagus', 'pindah', 'red', 'bull']"
