"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";;;;;;;;;;;
"1774879154506289350,""Tue Apr 02 08:38:10 +0000 2024"",""1"",""@TashB2205 Lewis Hamilton Mercedes F1 team"",""1775080268434411615"","""",""barcalover_100"",""in"","""",""0"",""1"",""0"",""https://twitter.com/barcalover_100/status/1775080268434411615"",""2508447175"",""barcalover_100""";;;;;;;;;;;
"1775055567700324621,""Tue Apr 02 08:33:10 +0000 2024"",""4"",""@MotoGP Lewis Hamilton ️"",""1775079010692665574"","""",""MotoGP"",""in"",""Gaborone botswana"",""0"",""3"",""0"",""https://twitter.com/becko_titaano/status/1775079010692665574"",""718601475614732290"",""becko_titaano""";;;;;;;;;;;
"1775059013115494747,""Tue Apr 02 07:13:42 +0000 2024"",""3"",""Lewis Hamilton Pertimbangkan Tekuni Dunia Film Setelah Pensiun dari F1 https://t.co/la8RzvwMrt"",""1775059013115494747"","""","""",""in"",""Kota Surabaya, Jawa Timur"",""0"",""0"",""1"",""https://twitter.com/e100ss/status/1775059013115494747"",""848614550"",""e100ss""";;;;;;;;;;;
"1774828015585001544,""Tue Apr 02 06:32:18 +0000 2024"",""3"",""@Eirudo__ @DanisthaRandy Lewis Hamilton itu?"",""1775048595185819698"","""",""Eirudo__"",""in"",""tempat singgah mongmong"",""0"",""1"",""0"",""https://twitter.com/lukmanivora/status/1775048595185819698"",""48218425"",""lukmanivora""";;;;;;;;;;;
"1775042265867780239,""Tue Apr 02 06:19:28 +0000 2024"",""2"",""@milabear69 Lewis Hamilton a cutie SO IS YUKI HEHEHEH"",""1775045365244547347"","""",""milabear69"",""in"",""Any prns  , POC , minor "",""0"",""1"",""0"",""https://twitter.com/drmsluckystar/status/1775045365244547347"",""1650767553843859456"",""drmsluckystar""";;;;;;;;;;;
"1775044389225812027,""Tue Apr 02 06:15:35 +0000 2024"",""0"",""LEWIS HAMILTON"",""1775044389225812027"","""","""",""in"","""",""0"",""0"",""0"",""https://twitter.com/lemonlimon12/status/1775044389225812027"",""1763453885656817664"",""lemonlimon12""";;;;;;;;;;;
"1774801904197059001,""Tue Apr 02 06:01:50 +0000 2024"",""0"",""@bebebnya_Roseee @rayandprat @LambeResing dan kenapa Mercedes ngelewatin 2 pitstop ya keputusannya sudah tepat buat stay out karena punya keunggulan pace dan tyre management di stint pertama. lalu saat Latifi crash itu gambling karena seharusnya balapan selesai dibelakang safety car."",""1775040929562607834"","""",""bebebnya_Roseee"",""in"",""Suplex City"",""0"",""0"",""0"",""https://twitter.com/ekafrasOFFICIAL/status/1775040929562607834"",""225654977"",""ekafrasOFFICIAL""";;;;;;;;;;;
"1774801904197059001,""Tue Apr 02 05:56:11 +0000 2024"",""0"",""@bebebnya_Roseee @rayandprat @LambeResing bro di Monza jelas Lewis udah didepan pas chicane itu racing linenya Lewis tapi Max maksa masuk padahal no space di Jeddah ada bukti telemetrynya kalau Max break test ke Lewis di Abu Dhabi lap 1 ngelakuin dive bomb berbahaya late braking langsung nutup ruang."",""1775039504438689905"","""",""bebebnya_Roseee"",""in"",""Suplex City"",""0"",""0"",""0"",""https://twitter.com/ekafrasOFFICIAL/status/1775039504438689905"",""225654977"",""ekafrasOFFICIAL""";;;;;;;;;;;
"1775037576006836391,""Tue Apr 02 05:53:17 +0000 2024"",""0"",""@DrivesToStrive BALASSSS!!!!!!!"",""1775038775401599442"","""",""lewis5sf"",""in"","""",""0"",""0"",""0"",""https://twitter.com/lewis5sf/status/1775038775401599442"",""1660474981883715584"",""lewis5sf""";;;;;;;;;;;
"1775016660598157339,""Tue Apr 02 05:48:42 +0000 2024"",""0"",""@evrtyss Sebutkan nama tim dan nama driversnya kecuali Lewis Hamilton "",""1775037624631366098"","""",""evrtyss"",""in"",""South Jakarta"",""0"",""1"",""0"",""https://twitter.com/cardoinz/status/1775037624631366098"",""1759547480885334016"",""cardoinz""";;;;;;;;;;;
"1775032411681681530,""Tue Apr 02 05:46:03 +0000 2024"",""0"",""@leeocoordeiro LEWIS HAMILTON JOGADOR?"",""1775036955673186573"","""",""leeocoordeiro"",""in"",""Natal, Brasil"",""0"",""1"",""0"",""https://twitter.com/luisnnobre/status/1775036955673186573"",""1104045728945631237"",""luisnnobre""";;;;;;;;;;;
"1774814494050443721,""Tue Apr 02 04:37:29 +0000 2024"",""0"",""@LewisHamilton @GQMagazine *Sir LH."",""1775019698532257986"","""",""LewisHamilton"",""in"",""Virtual State"",""0"",""0"",""0"",""https://twitter.com/i_Forget_/status/1775019698532257986"",""797248082"",""i_Forget_""";;;;;;;;;;;
"1775018491214434687,""Tue Apr 02 04:32:41 +0000 2024"",""0"",""Japan @f1 @LewisHamilton https://t.co/XoDwTs2gIU"",""1775018491214434687"",""https://pbs.twimg.com/media/GKIh545XQAAnjqw.jpg"","""",""in"",""Shanghai   Hongkong "",""0"",""0"",""0"",""https://twitter.com/flowerxue/status/1775018491214434687"",""1378671467114729476"",""flowerxue""";;;;;;;;;;;
"1774648586283966846,""Tue Apr 02 04:24:42 +0000 2024"",""0"",""@DrivesToStrive jawab min &gt";&lt;",1775016485200789946"","""",""DrivesToStrive"",""in"","""",""0"",""0"",""0"",""https://twitter.com/FortLewisH/status/1775016485200789946"",""1934240869"",""FortLewisH""";;;;;;;;;
